49,1,77,0,46,-8,29,31,2
41,0,75,0,38,-8,34,36,2
47,0,102,1,46,0,56,56,0
55,0,95,0,46,-12,40,49,8
46,0,90,0,44,-25,44,46,2
82,1,86,1,-40,3,5,128,124
37,0,77,0,-22,18,41,101,60
45,-2,76,0,44,0,31,32,0
37,0,78,0,12,9,42,65,24
41,0,75,0,38,-17,34,36,2
55,0,79,0,54,-4,23,24,2
45,0,82,0,46,3,37,35,0
56,0,78,0,42,-23,22,37,14
43,1,76,0,42,0,33,34,2
37,0,79,0,36,6,41,43,2
37,0,78,0,0,13,41,78,36
44,-1,109,0,44,0,65,66,0
45,0,83,0,44,-10,37,39,2
43,0,79,0,44,14,35,35,0
37,0,83,0,16,-9,47,68,22
47,1,86,0,46,0,38,39,0
49,0,107,0,46,-14,58,60,2
37,0,76,-3,36,0,38,39,2
45,-1,83,0,46,7,37,36,0
82,0,86,0,-6,0,3,94,90
37,-2544,106,-2,34,-10,69,72,4
52,0,87,0,50,-30,35,38,2
42,3,80,-1,42,0,38,39,2
51,-3,83,0,50,-14,32,33,2
37,0,97,0,12,31,59,84,24
49,0,83,0,50,7,33,33,0
49,2,87,1,50,0,38,38,0
56,0,77,1,0,0,21,77,56
37,0,104,0,20,8,67,84,16
42,-4,90,0,42,0,47,48,2
43,0,96,3,42,-2,53,55,2
44,1,81,0,44,4,37,37,0
37,0,81,0,34,0,45,48,2
50,-1,102,0,50,0,52,53,0
41,-1,83,0,42,7,42,42,0
56,2,76,0,-14,0,20,92,72
38,1,77,0,38,9,39,38,0
37,0,78,-1,12,-6,41,65,24
56,2,82,0,54,-12,26,28,2
56,3,77,0,0,0,22,77,56
56,3,91,0,-4,0,35,96,62
52,0,85,0,54,25,33,31,0
104,-4,105,-3,70,-21,1,35,34
56,0,95,0,44,11,40,51,12
55,-2,108,0,54,0,53,54,0
49,2,83,0,50,5,34,34,0
56,0,76,0,-10,16,20,86,66
41,0,77,-5,42,0,36,36,0
45,0,86,2,44,0,40,42,2
50,1,81,8,50,0,30,32,2
37,0,108,1,36,5,71,72,0
44,0,76,0,42,-7,32,35,2
47,4,85,4,46,0,38,39,0
45,0,86,0,46,28,40,39,0
49,0,81,0,50,6,32,32,0
46,0,81,-2,46,0,35,34,0
56,-1,89,0,56,0,33,32,0
44,0,84,0,44,2,40,41,0
81,3,84,0,-12,17,3,97,94
56,0,97,4,52,0,41,45,4
56,0,96,0,54,-28,40,42,2
