0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.02999997138977051,0,0,0,0,0,2.52999997138977051,2.52999997138977051,1.51999998092651367,0,0,0,0,0,1.00999999046325684,0,0,0,0.5,0,0.5,0,0,0,0.5,3.03999996185302734,0.5,0,0,0,0.0939999967813491821,0,0.0939999967813491821,0.0939999967813491821,0,0,1.25999999046325684,12,63
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09000015258789062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.15299999713897705,0,0,0,0,3.79999995231628418,23,38
0,0,0,0,0,0,0,0,0,0,0,2.15000009536743164,0,0,0,0,0,0,1.0700000524520874,0,0,0,0,0,5.36999988555908203,1.0700000524520874,0,0,3.22000002861022949,0,1.0700000524520874,0,0,0,0,0,1.0700000524520874,0,0,0,0,3.22000002861022949,1.0700000524520874,0,0,0,0,0,0,0.388000011444091797,0.194000005722045898,0,0,0.194000005722045898,2.6659998893737793,13,104
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,3,6
0,0,0,0,0,0,0,0,0,0,0.379999995231628418,0.189999997615814209,0,0,0,0,0,0,1.33000004291534424,0,0.379999995231628418,0,0,0,0.189999997615814209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189999997615814209,0,0,0,0,0,0,0,0,0,0.153999999165534973,0,0.0299999993294477463,0,0.0299999993294477463,2.85199999809265137,12,388
0,0,0,0,0,0.0500000007450580597,0,0.340000003576278687,0,0,0.109999999403953552,0.810000002384185791,0.0500000007450580597,0.109999999403953552,0,0,0.75,0,0,0,0,0,0.0500000007450580597,0,1.15999996662139893,0,0,0,0,0,0,0,0.0500000007450580597,0,0,0.230000004172325134,0.0500000007450580597,0,0,0,0,0,0,0,0,0,0,0,0.282999992370605469,0.107000000774860382,0,0,0.0529999993741512299,0,1.86399996280670166,32,910
1.16999995708465576,0,0,0,0,0,0,0,0,0,0,0,0,1.16999995708465576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.60699999332427979,8,45
0,0,0.800000011920928955,0,2.42000007629394531,0,0,0,0,0,0,0.400000005960464478,0,0,0,0,0,0.400000005960464478,5.26000022888183594,0,1.61000001430511475,0,0,0,0.400000005960464478,0.400000005960464478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.61000001430511475,0,0,0,0,0,0,0.27000001072883606,0,0,2.3599998950958252,35,59
0.109999999403953552,0,0.109999999403953552,0,0.109999999403953552,0.109999999403953552,0,0,1.02999997138977051,0,0,0.340000003576278687,0,0,0,0,0,0,0.449999988079071045,0,0.219999998807907104,0,0,0,0.569999992847442627,0.680000007152557373,0.109999999403953552,0,0,0,0,0,0.340000003576278687,0,0,0,0.219999998807907104,0,0,0,0,0,0,0,0,0,0,0,0.0780000016093254089,0.171000003814697266,0.0309999994933605194,0,0.0309999994933605194,0,3.40700006484985352,41,535
0,0,0,0,0,0,0,0,1.35000002384185791,0,0,0,0,0,0,0,0,0,2.70000004768371582,0,2.70000004768371582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.635999977588653564,0,0,3.80900001525878906,28,80
0.449999988079071045,0,0.670000016689300537,0,0.219999998807907104,0.670000016689300537,0,0.670000016689300537,0.219999998807907104,0.219999998807907104,0.219999998807907104,1.35000002384185791,0,0,0,0.449999988079071045,1.35000002384185791,0.219999998807907104,1.5700000524520874,1.5700000524520874,3.36999988555908203,0,0.219999998807907104,0.670000016689300537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111000001430511475,0,1.59899997711181641,0.148000001907348633,0,4.94700002670288086,102,564
0.879999995231628418,0,0,0,0,0,0,0,0,1.75999999046325684,0,0,0,0,0,0,0,0,1.75999999046325684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.879999995231628418,0,0,0,0,0.879999995231628418,0,0,0.879999995231628418,1.75999999046325684,0,0,0,0.125,0,0.125,0,0,1.6809999942779541,5,37
0,0,0,0,0,0,0,0,0,0.680000007152557373,0,0,0,0,0,0,0,0,1.37000000476837158,0,0,0,0,0,0,0,0.680000007152557373,0,0,0,0,0,0,0,0,0,0.680000007152557373,0,0.680000007152557373,0,0,0,0.680000007152557373,0,0,0,0,0,0,0,0,0,0,0,1.48800003528594971,12,64
0.0900000035762786865,0.490000009536743164,0.589999973773956299,0,0.389999985694885254,0.189999997615814209,0,0,0.0900000035762786865,0.389999985694885254,0,1.5700000524520874,0.189999997615814209,0,0,0,0.0900000035762786865,0,3.74000000953674316,0.0900000035762786865,1.08000004291534424,0,0,0.0900000035762786865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.764999985694885254,0.0370000004768371582,0,5.82800006866455078,1.30799996852874756,0,6.04699993133544922,54,768
0,0,1.80999994277954102,0,2.00999999046325684,0,0,0,0,0,0.200000002980232239,0,0,0,0,0.400000005960464478,0,0.200000002980232239,3.61999988555908203,0,0.800000011920928955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.400000005960464478,0,0,0,0,0,0,0.300999999046325684,0,0,1.57599997520446777,17,164
