1,10,0,-4.06500005722045898,2.87599992752075195,-0.856000006198883057,-0.221000000834465027,-0.532999992370605469,0.231999993324279785,0.855000019073486328,0.633000016212463379,-1.45200002193450928,0.272000014781951904
0,11,0,-4.5130000114440918,3.07999992370605469,0.0680000036954879761,0.0500000007450580597,-0.48399999737739563,0.340999990701675415,-0.256999999284744263,1.30200004577636719,-0.517000019550323486,-1.05700004100799561
1,0,1,-3.55900001525878906,2.12599992752075195,-0.444999992847442627,1.05299997329711914,-1.76499998569488525,0.349000006914138794,0.546000003814697266,0.321000009775161743,0.442999988794326782,-0.118000000715255737
0,14,0,-2.63400006294250488,2.07599997520446777,-1.3200000524520874,0.833000004291534424,-0.546999990940093994,0.287000000476837158,-0.172999992966651917,-0.202999994158744812,-0.00100000004749745131,0.801999986171722412
0,12,0,-3.96600008010864258,2.00300002098083496,0.39100000262260437,1.03400003910064697,0.658999979496002197,-0.190999999642372131,-0.448000013828277588,-0.397000014781951904,-0.768999993801116943,0.968999981880187988
0,12,0,-3.40000009536743164,3.44099998474121094,-1.8049999475479126,0.81400001049041748,-0.162000000476837158,1.4450000524520874,-0.109999999403953552,-0.499000012874603271,-1.20099997520446777,-0.0460000000894069672
0,11,0,-3.9719998836517334,3.24000000953674316,-0.828999996185302734,0.0689999982714653015,-0.616999983787536621,0.976999998092651367,0.53200000524520874,0.497999995946884155,-0.190999999642372131,-0.910000026226043701
1,3,0,-2.84200000762939453,1.34300005435943604,-0.712999999523162842,0.00300000002607703209,0.126000002026557922,0.41100001335144043,0.537999987602233887,-0.0769999995827674866,-0.995000004768371582,0.0920000001788139343
0,6,1,-2.98200011253356934,0.522000014781951904,-0.100000001490116119,0.361999988555908203,-0.660000026226043701,1.11500000953674316,-0.305000007152557373,0.859000027179718018,0.637000024318695068,0.344000011682510376
1,0,1,-2.08100008964538574,1.04999995231628418,-1.77799999713897705,0.41100001335144043,-0.518000006675720215,1.46000003814697266,-0.575999975204467773,0.735000014305114746,-0.865999996662139893,-0.172000005841255188
